counter,product_name,price,url,star,rating,reviews
33,Asus VivoBook 14 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) M413IA-EK586T Thin and Li...,"₹55,591",https://www.flipkart.com/asus-vivobook-14-ryzen-7-octa-core-4700u-8-gb-512-gb-ssd-windows-10-home-m413ia-ek586t-thin-light-laptop/p/itm6582d872da619?pid=COMFSKF97GXJKYCP&lid=LSTCOMFSKF97GXJKYCPIF0NRS&marketplace=FLIPKART&srno=s_2_33&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFSKF97GXJKYCP.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.4,688 Ratings , 131 Reviews
34,HP Pavilion x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1179TU 2 in 1 Laptop,"₹61,800",https://www.flipkart.com/hp-pavilion-x360-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-14-dh1179tu-2-1-laptop/p/itm6fdcb974dae9e?pid=COMFU7ANCYD2WKZG&lid=LSTCOMFU7ANCYD2WKZGJXEDIH&marketplace=FLIPKART&srno=s_2_34&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFU7ANCYD2WKZG.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.5,580 Ratings , 57 Reviews
35,Asus TUF Ryzen 7 Quad Core 3750H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"₹59,990",https://www.flipkart.com/asus-tuf-ryzen-7-quad-core-3750h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-fx705dt-au028t-gaming-laptop/p/itmfhmuq8h5xmhze?pid=COMFUUBMHRJFCGCY&lid=LSTCOMFUUBMHRJFCGCYJUEC1T&marketplace=FLIPKART&srno=s_2_35&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFUUBMHRJFCGCY.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.5,384 Ratings , 52 Reviews
36,HP 14s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR2005TU Thin and Light Laptop,"₹47,490",https://www.flipkart.com/hp-14s-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dr2005tu-thin-light-laptop/p/itm2aba19113d06f?pid=COMFXCMYCYHNYGUH&lid=LSTCOMFXCMYCYHNYGUHXF5ZE2&marketplace=FLIPKART&srno=s_2_36&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFXCMYCYHNYGUH.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.4,38 Ratings , 4 Reviews
37,MSI GF65 Thin Core i7 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 206...,"₹89,990",https://www.flipkart.com/msi-gf65-thin-core-i7-9th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-9sexr-406in-9sexr-1043in-gaming-laptop/p/itmbfa38d01ed497?pid=COMFP64FKMVCH3ZG&lid=LSTCOMFP64FKMVCH3ZG8D30J7&marketplace=FLIPKART&srno=s_2_37&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFP64FKMVCH3ZG.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.5,692 Ratings , 136 Reviews
38,Asus VivoBook 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM341T Laptop,"₹30,990",https://www.flipkart.com/asus-vivobook-15-core-i3-7th-gen-4-gb-1-tb-hdd-windows-10-home-x543ua-dm341t-laptop/p/itm4171f99d8d854?pid=COMFZZEGKZY2EVQM&lid=LSTCOMFZZEGKZY2EVQMWSUW3W&marketplace=FLIPKART&srno=s_2_38&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFZZEGKZY2EVQM.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4,"5,556 Ratings ", 726 Reviews
39,Asus ROG Strix G15 (2020) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,"₹82,990",https://www.flipkart.com/asus-rog-strix-g15-2020-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-144-hz-g512li-hn057t-gaming-laptop/p/itm11f2963c300e2?pid=COMFTWZDVMJPMHMB&lid=LSTCOMFTWZDVMJPMHMBY1BBFF&marketplace=FLIPKART&srno=s_2_39&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFTWZDVMJPMHMB.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.6,443 Ratings , 61 Reviews
40,Acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,09,990",https://www.flipkart.com/acer-predator-helios-300-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-144-hz-ph315-53-72e9-gaming-laptop/p/itmd5ac4f3bc76ae?pid=COMFR6AAEYT9K4FW&lid=LSTCOMFR6AAEYT9K4FWJ4NQRM&marketplace=FLIPKART&srno=s_2_40&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFR6AAEYT9K4FW.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.6,"1,584 Ratings ", 272 Reviews
41,HP Pavilion x360 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1178TU 2 in 1 Laptop,"₹50,990",https://www.flipkart.com/hp-pavilion-x360-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-home-14-dh1178tu-2-1-laptop/p/itmde31406a607c9?pid=COMFU7ANFMFZ9G9Q&lid=LSTCOMFU7ANFMFZ9G9QK2OMYF&marketplace=FLIPKART&srno=s_2_41&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFU7ANFMFZ9G9Q.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.4,778 Ratings , 85 Reviews
42,HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop,"₹40,990",https://www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15s-gr0012au-laptop/p/itm9e1f8deeed35f?pid=COMFZHFWBE7APPH2&lid=LSTCOMFZHFWBE7APPH2K01OE6&marketplace=FLIPKART&srno=s_2_42&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFZHFWBE7APPH2.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.6,28 Ratings , 3 Reviews
43,HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,"₹59,990",https://www.flipkart.com/hp-pavilion-gaming-ryzen-5-quad-core-3550h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-15-ec0104ax-laptop/p/itmd913c0c99513d?pid=COMFSFNVHASSGMGQ&lid=LSTCOMFSFNVHASSGMGQKLIXSJ&marketplace=FLIPKART&srno=s_2_43&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFSFNVHASSGMGQ.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.5,"1,074 Ratings ", 142 Reviews
44,Asus Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X509JB-EJ591T Laptop,"₹52,990",https://www.flipkart.com/asus-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-x509jb-ej591t-laptop/p/itmb358848bfe450?pid=COMFSKF9TPYHX5YF&lid=LSTCOMFSKF9TPYHX5YFUIWTN1&marketplace=FLIPKART&srno=s_2_44&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFSKF9TPYHX5YF.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.3,330 Ratings , 53 Reviews
45,Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15I...,"₹65,990",https://www.flipkart.com/lenovo-ideapad-slim-5i-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-15itl05-thin-light-laptop/p/itm10063e0902d52?pid=COMFXV7SFZHFT5ZZ&lid=LSTCOMFXV7SFZHFT5ZZMFJQCH&marketplace=FLIPKART&srno=s_2_45&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFXV7SFZHFT5ZZ.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.8,17 Ratings , 2 Reviews
46,Apple MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTJ2HN/A,"₹83,990",https://www.flipkart.com/apple-macbook-air-core-i3-10th-gen-8-gb-256-gb-ssd-mac-os-catalina-mwtj2hn-a/p/itm7955c0249a9b5?pid=COMFQXEGSN6JPPTE&lid=LSTCOMFQXEGSN6JPPTE77VFFX&marketplace=FLIPKART&srno=s_2_46&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFQXEGSN6JPPTE.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.6,682 Ratings , 87 Reviews
47,Lenovo Ideapad L340 Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹65,990",https://www.flipkart.com/lenovo-ideapad-l340-core-i7-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-l340-15irh-gaming-laptop/p/itma578624715559?pid=COMFTPG2GWDDFAEA&lid=LSTCOMFTPG2GWDDFAEAWTUZSH&marketplace=FLIPKART&srno=s_2_47&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFTPG2GWDDFAEA.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.3,712 Ratings , 88 Reviews
48,Apple MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTL2HN/A,"₹92,990",https://www.flipkart.com/apple-macbook-air-core-i3-10th-gen-8-gb-256-gb-ssd-mac-os-catalina-mwtl2hn-a/p/itm516881161712d?pid=COMFRHF4QMAJSH7F&lid=LSTCOMFRHF4QMAJSH7FSPCHCR&marketplace=FLIPKART&srno=s_2_48&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=dbb6221d-694f-4ae9-8f73-0921fd2c9829.COMFRHF4QMAJSH7F.SEARCH&ssid=zff48b9uog0000001612686374867&qH=c06ea84a1e3dc3c6,4.6,285 Ratings , 31 Reviews
49,Asus VivoBook Gaming Core i7 9th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics/...,"₹72,990",https://www.flipkart.com/asus-vivobook-gaming-core-i7-9th-gen-16-gb-32-optane-512-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-f571gt-al318t-laptop/p/itm54586171780fb?pid=COMFNEK5GUZHGUV6&lid=LSTCOMFNEK5GUZHGUV6YICLGY&marketplace=FLIPKART&srno=s_3_49&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFNEK5GUZHGUV6.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.3,593 Ratings , 96 Reviews
50,Acer One 14 Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,"₹23,990",https://www.flipkart.com/acer-one-14-pentium-gold-4-gb-1-tb-hdd-windows-10-home-z2-485-thin-light-laptop/p/itm7b6d6b88ad576?pid=COMFUR8XH6ZS995D&lid=LSTCOMFUR8XH6ZS995DJMFENX&marketplace=FLIPKART&srno=s_3_50&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFUR8XH6ZS995D.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4,"7,199 Ratings ", 853 Reviews
51,Acer Predator Triton 300 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹74,990",https://www.flipkart.com/acer-predator-triton-300-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-144-hz-pt315-52-gaming-laptop/p/itm39d1236abf654?pid=COMFWSEERCHVCTPE&lid=LSTCOMFWSEERCHVCTPEA5DENK&marketplace=FLIPKART&srno=s_3_51&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFWSEERCHVCTPE.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.7,195 Ratings , 47 Reviews
52,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹60,990",https://www.flipkart.com/lenovo-ideapad-5-ryzen-7-octa-core-4700u-8-gb-512-gb-ssd-windows-10-home-14are05-thin-light-laptop/p/itm74bdb1c4b2516?pid=COMFXVAS6FYXYMHW&lid=LSTCOMFXVAS6FYXYMHWII0UO7&marketplace=FLIPKART&srno=s_3_52&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFXVAS6FYXYMHW.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.7,18 Ratings , 2 Reviews
53,Dell Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 5406 2 in 1 Laptop,"₹68,250",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-5406-2-1-laptop/p/itm525e66b0e89c5?pid=COMFXY9PRNPHEFKK&lid=LSTCOMFXY9PRNPHEFKKNN0FRK&marketplace=FLIPKART&srno=s_3_53&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFXY9PRNPHEFKK.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,,,
54,MSI Alpha 15 Ryzen 7 Quad Core 3750H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/AMD Ra...,"₹69,990",https://www.flipkart.com/msi-alpha-15-ryzen-7-quad-core-3750h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-amd-radeon-rx-5500m-a3dd-264in-gaming-laptop/p/itm8bd4ee63fafe7?pid=COMFUBTQXDDU2HFC&lid=LSTCOMFUBTQXDDU2HFCPNYK9H&marketplace=FLIPKART&srno=s_3_54&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFUBTQXDDU2HFC.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.5,388 Ratings , 71 Reviews
55,MSI GF65 Thin Core i7 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 166...,"₹81,990",https://www.flipkart.com/msi-gf65-thin-core-i7-9th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660-ti-9sd-293in-9sd-1042in-gaming-laptop/p/itm3a059e9395470?pid=COMFP64FZKAHVT3H&lid=LSTCOMFP64FZKAHVT3HVC65UV&marketplace=FLIPKART&srno=s_3_55&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFP64FZKAHVT3H.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.5,363 Ratings , 54 Reviews
56,Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) INS 5408 Thin and Lig...,"₹64,990",https://www.flipkart.com/dell-inspiron-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-ins-5408-thin-light-laptop/p/itm7be783cb7ec8c?pid=COMFUZ3JX2NA2VWK&lid=LSTCOMFUZ3JX2NA2VWKGWK7W2&marketplace=FLIPKART&srno=s_3_56&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFUZ3JX2NA2VWK.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.4,204 Ratings , 26 Reviews
57,HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,"₹61,990",https://www.flipkart.com/hp-14s-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-14s-er0003tu-thin-light-laptop-inbuilt-4g-lte/p/itmf890028f190b3?pid=COMFSDHFN36SGNM5&lid=LSTCOMFSDHFN36SGNM5BE44HF&marketplace=FLIPKART&srno=s_3_57&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFSDHFN36SGNM5.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.4,564 Ratings , 70 Reviews
58,HP Pavilion x360 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-dh0112T...,"₹76,990",https://www.flipkart.com/hp-pavilion-x360-core-i7-8th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-14-dh0112tx-2-1-laptop/p/itm3bc4572fcd0fe?pid=COMFSFNVSGVZZFCF&lid=LSTCOMFSFNVSGVZZFCFMS9HAT&marketplace=FLIPKART&srno=s_3_58&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFSFNVSGVZZFCF.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.7,415 Ratings , 49 Reviews
59,HP Omen Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"₹75,990",https://www.flipkart.com/hp-omen-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-15-en0001ax-gaming-laptop/p/itmf28adfae66c40?pid=COMFSTFFPEWNUCH5&lid=LSTCOMFSTFFPEWNUCH5FZP1VV&marketplace=FLIPKART&srno=s_3_59&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFSTFFPEWNUCH5.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.6,595 Ratings , 104 Reviews
60,HP Pavilion x360 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1180TU 2 in 1 Laptop,"₹74,990",https://www.flipkart.com/hp-pavilion-x360-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-14-dh1180tu-2-1-laptop/p/itmac1125dfaab14?pid=COMFU7ANKGZDRYWF&lid=LSTCOMFU7ANKGZDRYWFZJG0Q6&marketplace=FLIPKART&srno=s_3_60&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFU7ANKGZDRYWF.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.5,144 Ratings , 20 Reviews
61,Acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) A514-54-50LC Thin and Light Laptop,"₹54,990",https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-a514-54-50lc-thin-light-laptop/p/itmdb6935e8b8a78?pid=COMFWXXFQ23YH2RG&lid=LSTCOMFWXXFQ23YH2RG4PRWJH&marketplace=FLIPKART&srno=s_3_61&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFWXXFQ23YH2RG.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.5,22 Ratings , 1 Reviews
62,MSI GF75 Thin Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,"₹79,990",https://www.flipkart.com/msi-gf75-thin-core-i7-9th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-9scsr-456in-gaming-laptop/p/itmf9dee2235c371?pid=COMFUR8XGGHCYGRS&lid=LSTCOMFUR8XGGHCYGRSH4RTWB&marketplace=FLIPKART&srno=s_3_62&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFUR8XGGHCYGRS.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.5,902 Ratings , 151 Reviews
63,HP 14s Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14S-ER0002TU Thin and Light Laptop  with inb...,"₹38,990",https://www.flipkart.com/hp-14s-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-14s-er0002tu-thin-light-laptop-inbuilt-4g-lte/p/itmc7fb235c6c9ae?pid=COMFSDHFMZAKRZV4&lid=LSTCOMFSDHFMZAKRZV4BVLXZJ&marketplace=FLIPKART&srno=s_3_63&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFSDHFMZAKRZV4.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,3.7,565 Ratings , 105 Reviews
64,Asus Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK268T Thin and Light Laptop,"₹38,990",https://www.flipkart.com/asus-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-x413ja-ek268t-thin-light-laptop/p/itm404b2c25336c3?pid=COMFTWZDNEXY33HG&lid=LSTCOMFTWZDNEXY33HGCWAGB2&marketplace=FLIPKART&srno=s_3_64&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFTWZDNEXY33HG.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.3,220 Ratings , 31 Reviews
65,HP 14s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14s-er0004TU Thin and Light Laptop,"₹41,990",https://www.flipkart.com/hp-14s-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-14s-er0004tu-thin-light-laptop/p/itmf594427f02569?pid=COMFVNK6QZAUEGK5&lid=LSTCOMFVNK6QZAUEGK5YS8WSO&marketplace=FLIPKART&srno=s_3_65&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=7849d9f2-f340-4ea9-82f4-5d676ab9b8d5.COMFVNK6QZAUEGK5.SEARCH&ssid=1k0xmp0iog0000001612686385538&qH=c06ea84a1e3dc3c6,4.2,69 Ratings , 5 Reviews
